id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType,operationStatus
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,11767,2019-12-31T00:00:00,2019,12,30,Insecurity,,,Taraba,NGA035,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,4418,2019-12-31T00:00:00,2019,12,30,Conflict,,,Bauchi,NGA005,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,6813,2019-12-31T00:00:00,2019,12,30,Natural disaster,,,Adamawa,NGA002,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,165,2019-12-31T00:00:00,2019,12,30,Insecurity,,,Plateau,NGA032,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,64065,2019-12-31T00:00:00,2019,12,30,Conflict,,,Taraba,NGA035,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,618,2019-12-31T00:00:00,2019,12,30,Natural disaster,,,Yobe,NGA036,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,51943,2019-12-31T00:00:00,2019,12,30,Conflict,,,Adamawa,NGA002,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,146,2019-12-31T00:00:00,2019,12,30,Insecurity,,,Kaduna,NGA019,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,2989,2020-02-28T00:00:00,2020,2,31,Conflict,,,Bauchi,NGA005,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,153879,2020-02-28T00:00:00,2020,2,31,Conflict,,,Adamawa,NGA002,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,389,2020-02-28T00:00:00,2020,2,31,Conflict,,,Zamfara,NGA037,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,6770,2020-02-28T00:00:00,2020,2,31,Natural disaster,,,Adamawa,NGA002,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,14255,2020-02-28T00:00:00,2020,2,31,Conflict,,,Plateau,NGA032,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,1539,2020-02-28T00:00:00,2020,2,31,Conflict,,,Nasarawa,NGA026,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,78627,2020-02-28T00:00:00,2020,2,31,Conflict,,,Taraba,NGA035,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,102708,2020-02-28T00:00:00,2020,2,31,Conflict,,,Yobe,NGA036,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,1685197,2020-02-28T00:00:00,2020,2,31,Conflict,,,Borno,NGA008,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,101,2020-02-28T00:00:00,2020,2,31,Natural disaster,,,Yobe,NGA036,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,150,2020-02-28T00:00:00,2020,2,31,Conflict,,,Kaduna,NGA019,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,2036430,2020-02-29T00:00:00,2020,2,31,Conflict,923843,1112587,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,10174,2020-02-29T00:00:00,2020,2,31,Natural disaster,4172,6002,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,2083517,2020-06-30T00:00:00,2020,6,32,Conflict,943489,1140028,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,4607,2020-06-30T00:00:00,2020,6,32,Natural disaster,1964,2643,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,3055,2020-06-30T00:00:00,2020,6,32,Conflict,,,Bauchi,NGA005,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,1734994,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,151052,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,14568,2020-06-30T00:00:00,2020,6,32,Conflict,,,Plateau,NGA032,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,389,2020-06-30T00:00:00,2020,6,32,Conflict,,,Zamfara,NGA037,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,112458,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,1544,2020-06-30T00:00:00,2020,6,32,Conflict,,,Nasarawa,NGA026,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,907,2020-06-30T00:00:00,2020,6,32,Natural disaster,,,Adamawa,NGA002,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,69006,2020-06-30T00:00:00,2020,6,32,Conflict,,,Taraba,NGA035,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,151,2020-06-30T00:00:00,2020,6,32,Conflict,,,Kaduna,NGA019,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,71094,2020-08-30T00:00:00,2020,8,4,Conflict,,,Zamfara,NGA037,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,40,2020-08-30T00:00:00,2020,8,4,Conflict,,,Yobe,NGA036,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,369,2020-08-30T00:00:00,2020,8,4,Conflict,,,Kano,NGA020,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,45839,2020-08-30T00:00:00,2020,8,4,Conflict,,,Kaduna,NGA019,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,151,2020-08-30T00:00:00,2020,8,33,Conflict,,,Kaduna,NGA019,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,334,2020-08-30T00:00:00,2020,8,4,Natural disaster,,,Nasarawa,NGA026,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,241,2020-08-30T00:00:00,2020,8,4,Natural disaster,,,Kaduna,NGA019,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,75191,2020-08-30T00:00:00,2020,8,33,Conflict,,,Taraba,NGA035,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,1545,2020-08-30T00:00:00,2020,8,33,Conflict,,,Nasarawa,NGA026,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,5076,2020-08-30T00:00:00,2020,8,4,Natural disaster,,,Plateau,NGA032,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,75,2020-08-30T00:00:00,2020,8,4,Conflict,,,Adamawa,NGA002,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,389,2020-08-30T00:00:00,2020,8,33,Conflict,,,Zamfara,NGA037,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,80681,2020-08-30T00:00:00,2020,8,4,Conflict,,,Plateau,NGA032,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,24571,2020-08-30T00:00:00,2020,8,4,Conflict,,,Taraba,NGA035,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,10467,2020-08-30T00:00:00,2020,8,4,Natural disaster,,,Katsina,NGA021,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,67130,2020-08-30T00:00:00,2020,8,4,Conflict,,,Katsina,NGA021,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,10649,2020-08-30T00:00:00,2020,8,4,Conflict,,,Nasarawa,NGA026,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,907,2020-08-30T00:00:00,2020,8,33,Natural disaster,,,Adamawa,NGA002,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,241,2020-08-30T00:00:00,2020,8,4,Natural disaster,,,Zamfara,NGA037,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,113471,2020-08-30T00:00:00,2020,8,33,Conflict,,,Yobe,NGA036,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,154070,2020-08-30T00:00:00,2020,8,33,Conflict,,,Adamawa,NGA002,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,35009,2020-08-30T00:00:00,2020,8,4,Conflict,,,Sokoto,NGA034,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,1755211,2020-08-30T00:00:00,2020,8,33,Conflict,,,Borno,NGA008,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,33776,2020-08-30T00:00:00,2020,8,4,Conflict,,,Borno,NGA008,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,1745,2020-08-30T00:00:00,2020,8,4,Conflict,,,Bauchi,NGA005,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,13,2020-08-30T00:00:00,2020,8,4,Conflict,,,Niger,NGA027,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,3055,2020-08-30T00:00:00,2020,8,33,Conflict,,,Bauchi,NGA005,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,170,2020-08-30T00:00:00,2020,8,4,Natural disaster,,,Benue,NGA007,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,6688,2020-08-30T00:00:00,2020,8,4,Natural disaster,,,Kano,NGA020,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,181111,2020-08-30T00:00:00,2020,8,4,Conflict,,,Benue,NGA007,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,2107253,2020-08-30T00:00:00,2020,8,33,Conflict,959255,1147998,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,11297,2020-08-30T00:00:00,2020,8,33,Natural disaster,4764,6533,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,14560,2020-08-30T00:00:00,2020,8,33,Conflict,,,Plateau,NGA032,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,2135348,2020-11-30T00:00:00,2020,11,34,Conflict,968327,1167021,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,8787,2020-11-30T00:00:00,2020,11,34,Natural disaster,3724,5063,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,389,2020-11-30T00:00:00,2020,11,34,Insecurity,,,Zamfara,NGA037,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,1773399,2020-11-30T00:00:00,2020,11,34,Insecurity,,,Borno,NGA008,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,9351,2020-11-30T00:00:00,2020,11,34,Conflict,,,Borno,NGA008,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,153,2020-11-30T00:00:00,2020,11,34,Conflict,,,Kaduna,NGA019,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,1543,2020-11-30T00:00:00,2020,11,34,Conflict,,,Nasarawa,NGA026,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,99425,2020-11-30T00:00:00,2020,11,34,Insecurity,,,Adamawa,NGA002,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,53321,2020-11-30T00:00:00,2020,11,34,Conflict,,,Adamawa,NGA002,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,14576,2020-11-30T00:00:00,2020,11,34,Conflict,,,Plateau,NGA032,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,26,2020-11-30T00:00:00,2020,11,34,Insecurity,,,Bauchi,NGA005,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,907,2020-11-30T00:00:00,2020,11,34,Natural disaster,,,Adamawa,NGA002,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,3053,2020-11-30T00:00:00,2020,11,34,Conflict,,,Bauchi,NGA005,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,10647,2020-11-30T00:00:00,2020,11,34,Insecurity,,,Taraba,NGA035,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,114046,2020-11-30T00:00:00,2020,11,34,Insecurity,,,Yobe,NGA036,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,63299,2020-11-30T00:00:00,2020,11,34,Conflict,,,Taraba,NGA035,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,231,2020-12-31T00:00:00,2020,12,5,Conflict,,,Yobe,NGA036,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,3053,2020-12-31T00:00:00,2020,12,35,Conflict,,,Bauchi,NGA005,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,907,2020-12-31T00:00:00,2020,12,35,Natural disaster,,,Adamawa,NGA002,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,11085,2020-12-31T00:00:00,2020,12,5,Natural disaster,,,Kaduna,NGA019,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,44093,2020-12-31T00:00:00,2020,12,5,Conflict,,,Kaduna,NGA019,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,1781429,2020-12-31T00:00:00,2020,12,35,Insecurity,,,Borno,NGA008,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,389,2020-12-31T00:00:00,2020,12,35,Insecurity,,,Zamfara,NGA037,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,36430,2020-12-31T00:00:00,2020,12,5,Natural disaster,,,Zamfara,NGA037,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,12190,2020-12-31T00:00:00,2020,12,5,Conflict,,,Nasarawa,NGA026,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,559,2020-12-31T00:00:00,2020,12,5,Natural disaster,,,Nasarawa,NGA026,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,82733,2020-12-31T00:00:00,2020,12,5,Conflict,,,Plateau,NGA032,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,39623,2020-12-31T00:00:00,2020,12,5,Natural disaster,,,Katsina,NGA021,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,302,2020-12-31T00:00:00,2020,12,5,Conflict,,,Zamfara,NGA037,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,2771,2020-12-31T00:00:00,2020,12,5,Conflict,,,Kano,NGA020,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,99966,2020-12-31T00:00:00,2020,12,35,Insecurity,,,Adamawa,NGA002,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,21431,2020-12-31T00:00:00,2020,12,5,Natural disaster,,,Kano,NGA020,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,4116,2020-12-31T00:00:00,2020,12,5,Natural disaster,,,Borno,NGA008,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,24807,2020-12-31T00:00:00,2020,12,5,Conflict,,,Taraba,NGA035,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,5899,2020-12-31T00:00:00,2020,12,5,Natural disaster,,,Sokoto,NGA034,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,53263,2020-12-31T00:00:00,2020,12,35,Conflict,,,Adamawa,NGA002,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,4028,2020-12-31T00:00:00,2020,12,5,Natural disaster,,,Plateau,NGA032,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,78699,2020-12-31T00:00:00,2020,12,5,Insecurity,,,Zamfara,NGA037,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,8097,2020-12-31T00:00:00,2020,12,35,Conflict,,,Borno,NGA008,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,75,2020-12-31T00:00:00,2020,12,5,Conflict,,,Adamawa,NGA002,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,187961,2020-12-31T00:00:00,2020,12,5,Conflict,,,Benue,NGA007,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,626806,2020-12-31T00:00:00,2020,12,5,Conflict,280313,346493,Not available,Not available,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,101882,2020-12-31T00:00:00,2020,12,5,Natural disaster,46294,55588,Not available,Not available,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,329,2020-12-31T00:00:00,2020,12,5,Natural disaster,,,Bauchi,NGA005,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,9482,2020-12-31T00:00:00,2020,12,35,Insecurity,,,Taraba,NGA035,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,114250,2020-12-31T00:00:00,2020,12,35,Insecurity,,,Yobe,NGA036,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,14818,2020-12-31T00:00:00,2020,12,35,Conflict,,,Plateau,NGA032,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,76649,2020-12-31T00:00:00,2020,12,5,Insecurity,,,Katsina,NGA021,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,18810,2020-12-31T00:00:00,2020,12,5,Insecurity,,,Kaduna,NGA019,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,37276,2020-12-31T00:00:00,2020,12,5,Conflict,,,Borno,NGA008,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,1552,2020-12-31T00:00:00,2020,12,35,Conflict,,,Nasarawa,NGA026,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,1529,2020-12-31T00:00:00,2020,12,5,Conflict,,,Bauchi,NGA005,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,35537,2020-12-31T00:00:00,2020,12,5,Insecurity,,,Sokoto,NGA034,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,153,2020-12-31T00:00:00,2020,12,35,Conflict,,,Kaduna,NGA019,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,631,2020-12-31T00:00:00,2020,12,5,Conflict,,,Kogi,NGA023,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,26,2020-12-31T00:00:00,2020,12,35,Insecurity,,,Bauchi,NGA005,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,2141396,2020-12-31T00:00:00,2020,12,35,Conflict,967455,1173941,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,8327,2020-12-31T00:00:00,2020,12,35,Natural disaster,3610,4717,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,520,2020-12-31T00:00:00,2020,12,35,No reason for displacement reported,256,264,Not available,Not available,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,894,2020-12-31T00:00:00,2020,12,5,Conflict,,,Katsina,NGA021,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,62858,2020-12-31T00:00:00,2020,12,35,Conflict,,,Taraba,NGA035,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,377469,2021-02-01T00:00:00,2021,2,6,Conflict,168945,208524,Not available,Not available,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,126081,2021-02-01T00:00:00,2021,2,6,Natural disaster,56675,69406,Not available,Not available,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,192364,2021-02-01T00:00:00,2021,2,6,Other reason,83468,108896,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,398,2021-02-28T00:00:00,2021,2,36,Conflict,,,Zamfara,NGA037,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,900,2021-02-28T00:00:00,2021,2,36,Natural disaster,,,Adamawa,NGA002,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,14538,2021-02-28T00:00:00,2021,2,36,Conflict,,,Plateau,NGA032,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,1538,2021-02-28T00:00:00,2021,2,36,Conflict,,,Nasarawa,NGA026,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,133,2021-02-28T00:00:00,2021,2,36,Conflict,,,Kaduna,NGA019,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,1814614,2021-02-28T00:00:00,2021,2,36,Conflict,,,Borno,NGA008,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,2176903,2021-02-28T00:00:00,2021,2,36,Conflict,981162,1195741,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,7351,2021-02-28T00:00:00,2021,2,36,Natural disaster,3135,4216,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,70641,2021-02-28T00:00:00,2021,2,36,Conflict,,,Taraba,NGA035,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,152727,2021-02-28T00:00:00,2021,2,36,Conflict,,,Adamawa,NGA002,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,3075,2021-02-28T00:00:00,2021,2,36,Conflict,,,Bauchi,NGA005,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,125690,2021-02-28T00:00:00,2021,2,36,Conflict,,,Yobe,NGA036,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,121697,2021-06-30T00:00:00,2021,6,37,Conflict,,,Yobe,NGA036,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,3077,2021-06-30T00:00:00,2021,6,37,Conflict,,,Bauchi,NGA005,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,136,2021-06-30T00:00:00,2021,6,37,Conflict,,,Kaduna,NGA019,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,2183765,2021-06-30T00:00:00,2021,6,37,Conflict,982644,1201121,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,7428,2021-06-30T00:00:00,2021,6,37,Natural disaster,3158,4270,Not available,Not available,SA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,398,2021-06-30T00:00:00,2021,6,37,Conflict,,,Zamfara,NGA037,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,14615,2021-06-30T00:00:00,2021,6,37,Conflict,,,Plateau,NGA032,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,151342,2021-06-30T00:00:00,2021,6,37,Conflict,,,Adamawa,NGA002,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,5405,2021-06-30T00:00:00,2021,6,37,Natural disaster,,,Adamawa,NGA002,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,1539,2021-06-30T00:00:00,2021,6,37,Conflict,,,Nasarawa,NGA026,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,64939,2021-06-30T00:00:00,2021,6,37,Conflict,,,Taraba,NGA035,BA,Active
,Lake Chad Basin Crisis,Nigeria,NGA,,,,,0,1828045,2021-06-30T00:00:00,2021,6,37,Conflict,,,Borno,NGA008,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,36529,2021-07-30T00:00:00,2021,7,7,Conflict,,,Kaduna,NGA019,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,120700,2021-07-30T00:00:00,2021,7,7,Insecurity,,,Katsina,NGA021,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,142819,2021-07-30T00:00:00,2021,7,7,Insecurity,,,Zamfara,NGA037,BA,Active
,North Central and North West,Nigeria,NGA,,,,,0,256,2021-07-30T00:00:00,2021,7,7,Conflict,112,144,Not available,Not available,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,233,2021-07-30T00:00:00,2021,7,7,Conflict,111,122,Adamawa,NGA002,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,393,2021-07-30T00:00:00,2021,7,7,Conflict,176,217,Bauchi,NGA005,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,257583,2021-07-30T00:00:00,2021,7,7,Conflict,114230,143353,Benue,NGA007,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,30035,2021-07-30T00:00:00,2021,7,7,Conflict,13923,16112,Borno,NGA008,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,39017,2021-07-30T00:00:00,2021,7,7,Conflict,17783,21234,Kaduna,NGA019,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,1084,2021-07-30T00:00:00,2021,7,7,Conflict,503,581,Kano,NGA020,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,3612,2021-07-30T00:00:00,2021,7,7,Conflict,1745,1867,Katsina,NGA021,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,2668,2021-07-30T00:00:00,2021,7,7,Conflict,1219,1449,Kogi,NGA023,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,12717,2021-07-30T00:00:00,2021,7,7,Conflict,5614,7103,Nasarawa,NGA026,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,690,2021-07-30T00:00:00,2021,7,7,Conflict,322,368,Oyo,NGA031,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,68442,2021-07-30T00:00:00,2021,7,7,Conflict,30816,37626,Plateau,NGA032,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,59,2021-07-30T00:00:00,2021,7,7,Conflict,21,38,Sokoto,NGA034,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,29589,2021-07-30T00:00:00,2021,7,7,Conflict,13078,16511,Taraba,NGA035,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,231,2021-07-30T00:00:00,2021,7,7,Conflict,111,120,Yobe,NGA036,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,245,2021-07-30T00:00:00,2021,7,7,Conflict,95,150,Zamfara,NGA037,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,281,2021-07-30T00:00:00,2021,7,7,Natural disaster,117,164,Bauchi,NGA005,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,182,2021-07-30T00:00:00,2021,7,7,Natural disaster,91,91,Benue,NGA007,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,2787,2021-07-30T00:00:00,2021,7,7,Natural disaster,1277,1510,Borno,NGA008,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,4680,2021-07-30T00:00:00,2021,7,7,Natural disaster,2158,2522,Kaduna,NGA019,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,7249,2021-07-30T00:00:00,2021,7,7,Natural disaster,3231,4018,Kano,NGA020,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,91879,2021-07-30T00:00:00,2021,7,7,Natural disaster,43041,48838,Katsina,NGA021,SA,Active
,North Central and North West,Nigeria,NGA,,,,,0,10611,2021-07-30T00:00:00,2021,7,7,Natural disaster,4219,6392,Nasarawa,NGA026,SA,Active
